alert_id,alert_type,timestamp,src_ip,src_port,dest_ip,dest_port,infected_host,step
626,ssl_alert,1459473338.0,149.170.27.67,54586,254.17.35.153,443,149.170.27.67,S2
627,tor_alert,1459558787.0,149.170.27.67,50621,118.99.176.155,443,149.170.27.67,S5
628,disguised_exe_alert,1452509812.0,149.170.123.101,51011,139.116.77.187,80,149.170.123.101,S1
629,ip_alert,1452992499.0,149.170.123.101,54754,92.222.7.156,443,149.170.123.101,S2
630,nc_alert,1453114613.0,,,,,,S6
631,disguised_exe_alert,1462100079.0,149.170.48.54,62836,203.228.196.145,80,149.170.48.54,S1
632,ssl_alert,1462347993.0,149.170.48.54,50833,5.126.141.26,443,149.170.48.54,S2
633,brute_force_alert,1462591289.0,149.170.48.54,53674,149.170.72.194,248,149.170.48.54,S3
634,scan_alert,1462648110.0,149.170.48.54,54001,149.170.236.83,341,149.170.48.54,S4
635,tor_alert,1462688840.0,149.170.48.54,50478,81.7.10.29,443,149.170.48.54,S5
636,disguised_exe_alert,1453366234.0,149.170.125.123,58896,111.189.72.121,80,149.170.125.123,S1
637,ssl_alert,1453655149.0,149.170.125.123,51022,108.111.244.199,443,149.170.125.123,S2
638,scan_alert,1453754545.0,149.170.125.123,62412,149.170.191.103,932,149.170.125.123,S4
639,tor_alert,1453691137.0,149.170.125.123,63733,195.154.93.144,443,149.170.125.123,S5
640,disguised_exe_alert,1462242889.0,149.170.243.127,51425,102.211.96.64,80,149.170.243.127,S1
641,ip_alert,1462625760.0,149.170.243.127,50409,198.50.234.210,443,149.170.243.127,S2
642,pass_hash_alert,1462676628.0,149.170.243.127,56919,149.170.207.246,312,149.170.243.127,S3
643,scan_alert,1462749516.0,149.170.243.127,63007,149.170.60.135,283,149.170.243.127,S4
644,tor_alert,1462832954.0,149.170.243.127,60357,89.132.92.218,443,149.170.243.127,S5
645,disguised_exe_alert,1465619544.0,149.170.118.188,59290,162.199.52.182,80,149.170.118.188,S1
646,domain_flux_alert,1465989425.0,149.170.118.188,49923,149.170.39.92,53,149.170.118.188,S2
647,scan_alert,1466114526.0,149.170.118.188,55985,149.170.120.24,210,149.170.118.188,S4
648,nc_alert,1466224345.0,,,,,,S6
649,hash_alert,1453104597.0,149.170.46.180,59672,124.84.79.106,80,149.170.46.180,S1
650,ip_alert,1453400245.0,149.170.46.180,61782,124.219.79.244,443,149.170.46.180,S2
651,pass_hash_alert,1453506645.0,149.170.46.180,61225,149.170.27.217,968,149.170.46.180,S3
652,scan_alert,1453521758.0,149.170.46.180,59603,149.170.157.196,970,149.170.46.180,S4
653,nc_alert,1453709398.0,,,,,,S6
654,disguised_exe_alert,1465309232.0,149.170.46.100,50175,134.82.252.195,80,149.170.46.100,S1
655,ssl_alert,1465897692.0,149.170.46.100,64009,232.118.233.116,443,149.170.46.100,S2
656,scan_alert,1465904523.0,149.170.46.100,55752,149.170.227.147,283,149.170.46.100,S4
657,tor_alert,1465901130.0,149.170.46.100,58843,87.189.237.217,443,149.170.46.100,S5
658,hash_alert,1457338603.0,149.170.38.159,52388,195.30.86.136,80,149.170.38.159,S1
659,domain_flux_alert,1457680885.0,149.170.38.159,64560,149.170.39.92,53,149.170.38.159,S2
660,tor_alert,1457761396.0,149.170.38.159,52543,104.238.167.111,443,149.170.38.159,S5
661,disguised_exe_alert,1460866882.0,149.170.88.31,63360,199.237.62.195,80,149.170.88.31,S1
662,ssl_alert,1461444769.0,149.170.88.31,56381,196.92.52.18,443,149.170.88.31,S2
663,pass_hash_alert,1461470008.0,149.170.88.31,64070,149.170.117.133,167,149.170.88.31,S3
664,scan_alert,1461470557.0,149.170.88.31,60493,149.170.193.195,848,149.170.88.31,S4
665,nc_alert,1461471683.0,,,,,,S6
666,disguised_exe_alert,1451921171.0,149.170.12.103,56239,122.244.3.2,80,149.170.12.103,S1
667,ip_alert,1452438911.0,149.170.12.103,60368,185.91.175.5,443,149.170.12.103,S2
668,pass_hash_alert,1452507077.0,149.170.12.103,50347,149.170.197.78,882,149.170.12.103,S3
669,scan_alert,1452524272.0,149.170.12.103,55440,149.170.215.225,39,149.170.12.103,S4
670,tor_alert,1452525606.0,149.170.12.103,60198,176.126.242.49,443,149.170.12.103,S5
671,hash_alert,1456972049.0,149.170.87.213,50050,46.132.119.177,80,149.170.87.213,S1
672,nc_alert,1457576850.0,,,,,,S6
673,hash_alert,1458944391.0,149.170.145.94,53598,194.108.102.135,80,149.170.145.94,S1
674,ssl_alert,1459334507.0,149.170.145.94,63624,196.100.112.7,443,149.170.145.94,S2
675,tor_alert,1459387380.0,149.170.145.94,57613,37.220.35.202,443,149.170.145.94,S5
676,hash_alert,1452733090.0,149.170.27.12,56550,202.71.252.113,80,149.170.27.12,S1
677,ssl_alert,1452752513.0,149.170.27.12,60067,106.250.202.111,443,149.170.27.12,S2
678,scan_alert,1453155313.0,149.170.27.12,50948,149.170.85.113,346,149.170.27.12,S4
679,nc_alert,1453337891.0,,,,,,S6
680,hash_alert,1452684089.0,149.170.214.221,50218,97.248.187.217,80,149.170.214.221,S1
681,ssl_alert,1452922142.0,149.170.214.221,62177,32.207.237.160,443,149.170.214.221,S2
682,scan_alert,1453130621.0,149.170.214.221,56003,149.170.244.254,824,149.170.214.221,S4
683,tor_alert,1452943283.0,149.170.214.221,59039,5.249.149.153,443,149.170.214.221,S5
684,hash_alert,1465853598.0,149.170.155.172,64005,19.90.254.137,80,149.170.155.172,S1
685,ssl_alert,1465885666.0,149.170.155.172,62803,22.204.215.177,443,149.170.155.172,S2
686,brute_force_alert,1466270637.0,149.170.155.172,58914,149.170.67.193,955,149.170.155.172,S3
687,scan_alert,1466393082.0,149.170.155.172,59712,149.170.101.1,344,149.170.155.172,S4
688,tor_alert,1466443706.0,149.170.155.172,51482,37.187.103.156,443,149.170.155.172,S5
689,domain_alert,1456469347.0,149.170.162.97,56691,149.170.39.92,53,149.170.162.97,S1
690,ip_alert,1456703538.0,149.170.162.97,63941,89.252.203.18,443,149.170.162.97,S2
691,tor_alert,1457062593.0,149.170.162.97,63001,50.7.151.47,443,149.170.162.97,S5
692,hash_alert,1460725128.0,149.170.180.176,62195,4.248.6.159,80,149.170.180.176,S1
693,ssl_alert,1461287444.0,149.170.180.176,63523,148.9.90.229,443,149.170.180.176,S2
694,tor_alert,1461291732.0,149.170.180.176,57961,69.90.132.234,443,149.170.180.176,S5
695,hash_alert,1463045017.0,149.170.65.32,60292,68.81.81.83,80,149.170.65.32,S1
696,ip_alert,1463297926.0,149.170.65.32,50686,162.244.76.40,443,149.170.65.32,S2
697,brute_force_alert,1463396485.0,149.170.65.32,53877,149.170.210.246,940,149.170.65.32,S3
698,tor_alert,1463495682.0,149.170.65.32,64144,67.227.198.183,443,149.170.65.32,S5
699,disguised_exe_alert,1451893095.0,149.170.46.18,63506,73.120.222.217,80,149.170.46.18,S1
700,ip_alert,1452000643.0,149.170.46.18,56359,203.162.141.13,443,149.170.46.18,S2
701,brute_force_alert,1452447623.0,149.170.46.18,64865,149.170.46.72,355,149.170.46.18,S3
702,nc_alert,1452497896.0,,,,,,S6
703,domain_alert,1465704921.0,149.170.180.80,59483,149.170.39.92,53,149.170.180.80,S1
704,ssl_alert,1466251118.0,149.170.180.80,64299,14.174.222.203,443,149.170.180.80,S2
705,brute_force_alert,1466268200.0,149.170.180.80,55634,149.170.217.252,430,149.170.180.80,S3
706,tor_alert,1466302479.0,149.170.180.80,61152,23.233.0.84,443,149.170.180.80,S5
707,hash_alert,1463550983.0,149.170.194.167,61626,149.170.38.103,80,149.170.194.167,S1
708,ssl_alert,1463882833.0,149.170.194.167,56787,201.102.219.109,443,149.170.194.167,S2
709,pass_hash_alert,1464008335.0,149.170.194.167,58016,149.170.215.225,842,149.170.194.167,S3
710,scan_alert,1464068093.0,149.170.194.167,51440,149.170.164.29,227,149.170.194.167,S4
711,tor_alert,1464091153.0,149.170.194.167,52319,65.111.114.137,443,149.170.194.167,S5
712,hash_alert,1466066001.0,149.170.253.199,62118,113.223.43.229,80,149.170.253.199,S1
713,ip_alert,1466144106.0,149.170.253.199,64192,129.194.92.158,443,149.170.253.199,S2
714,tor_alert,1466587146.0,149.170.253.199,54523,81.4.111.251,443,149.170.253.199,S5
715,disguised_exe_alert,1462837279.0,149.170.178.189,58816,100.198.251.169,80,149.170.178.189,S1
716,ip_alert,1463074042.0,149.170.178.189,56213,62.102.249.157,443,149.170.178.189,S2
717,scan_alert,1463266385.0,149.170.178.189,61620,149.170.170.131,852,149.170.178.189,S4
718,tor_alert,1463327594.0,149.170.178.189,60593,73.24.36.58,443,149.170.178.189,S5
719,disguised_exe_alert,1453163742.0,149.170.158.19,63086,223.125.254.120,80,149.170.158.19,S1
720,ssl_alert,1453704266.0,149.170.158.19,53064,183.202.87.246,443,149.170.158.19,S2
721,brute_force_alert,1453723389.0,149.170.158.19,62384,149.170.79.94,680,149.170.158.19,S3
722,scan_alert,1453744653.0,149.170.158.19,63582,149.170.145.133,980,149.170.158.19,S4
723,tor_alert,1453764828.0,149.170.158.19,54296,176.31.28.63,443,149.170.158.19,S5
724,disguised_exe_alert,1457155009.0,149.170.130.211,49433,47.154.32.61,80,149.170.130.211,S1
725,ip_alert,1457643892.0,149.170.130.211,58263,158.85.92.20,443,149.170.130.211,S2
726,scan_alert,1457745731.0,149.170.130.211,64891,149.170.92.192,393,149.170.130.211,S4
727,tor_alert,1457655815.0,149.170.130.211,61369,198.51.75.165,443,149.170.130.211,S5
728,disguised_exe_alert,1466679436.0,149.170.87.249,49695,97.120.92.70,80,149.170.87.249,S1
729,ip_alert,1466925880.0,149.170.87.249,53193,155.41.206.199,443,149.170.87.249,S2
730,nc_alert,1467284237.0,,,,,,S6
731,disguised_exe_alert,1453801232.0,149.170.42.175,55167,248.36.110.203,80,149.170.42.175,S1
732,nc_alert,1454406033.0,,,,,,S6
733,disguised_exe_alert,1456645904.0,149.170.137.79,57320,25.127.215.63,80,149.170.137.79,S1
734,ip_alert,1457063535.0,149.170.137.79,56039,109.130.69.212,443,149.170.137.79,S2
735,nc_alert,1457250705.0,,,,,,S6
736,disguised_exe_alert,1465894356.0,149.170.36.41,64056,228.111.60.203,80,149.170.36.41,S1
737,ssl_alert,1466232491.0,149.170.36.41,59246,89.94.249.102,443,149.170.36.41,S2
738,brute_force_alert,1466470560.0,149.170.36.41,55754,149.170.118.192,23,149.170.36.41,S3
739,tor_alert,1466491254.0,149.170.36.41,51388,148.251.20.49,443,149.170.36.41,S5
740,disguised_exe_alert,1457463241.0,149.170.106.154,56618,197.203.82.251,80,149.170.106.154,S1
741,ssl_alert,1457495807.0,149.170.106.154,63161,19.126.36.72,443,149.170.106.154,S2
742,brute_force_alert,1458026360.0,149.170.106.154,55309,149.170.112.98,209,149.170.106.154,S3
743,scan_alert,1458063646.0,149.170.106.154,57482,149.170.217.218,843,149.170.106.154,S4
744,tor_alert,1458064846.0,149.170.106.154,55427,109.239.48.28,443,149.170.106.154,S5
745,disguised_exe_alert,1465056664.0,149.170.171.187,65509,109.82.65.121,80,149.170.171.187,S1
746,ip_alert,1465412580.0,149.170.171.187,57933,199.115.228.68,443,149.170.171.187,S2
747,pass_hash_alert,1465594972.0,149.170.171.187,59693,149.170.220.190,204,149.170.171.187,S3
748,scan_alert,1465637240.0,149.170.171.187,58590,149.170.65.173,253,149.170.171.187,S4
749,tor_alert,1465650029.0,149.170.171.187,59041,188.40.235.215,443,149.170.171.187,S5
750,disguised_exe_alert,1461838848.0,149.170.41.230,51123,44.177.192.195,80,149.170.41.230,S1
751,ip_alert,1462083756.0,149.170.41.230,50904,86.60.155.213,443,149.170.41.230,S2
752,pass_hash_alert,1462258458.0,149.170.41.230,59438,149.170.38.63,599,149.170.41.230,S3
753,scan_alert,1462278618.0,149.170.41.230,49697,149.170.96.55,692,149.170.41.230,S4
754,tor_alert,1462304219.0,149.170.41.230,57666,109.91.3.32,443,149.170.41.230,S5
755,disguised_exe_alert,1456084062.0,149.170.124.109,64796,97.180.60.43,80,149.170.124.109,S1
756,ip_alert,1456094421.0,149.170.124.109,62038,95.163.121.138,443,149.170.124.109,S2
757,tor_alert,1456684433.0,149.170.124.109,50969,141.239.155.11,443,149.170.124.109,S5
758,domain_alert,1458033638.0,149.170.244.74,59277,149.170.39.93,53,149.170.244.74,S1
759,ssl_alert,1458324147.0,149.170.244.74,52469,124.159.210.8,443,149.170.244.74,S2
760,brute_force_alert,1458407203.0,149.170.244.74,53412,149.170.15.38,987,149.170.244.74,S3
761,scan_alert,1458429248.0,149.170.244.74,54353,149.170.229.98,337,149.170.244.74,S4
762,tor_alert,1458551687.0,149.170.244.74,52549,195.159.204.94,443,149.170.244.74,S5
763,hash_alert,1465526569.0,149.170.94.208,50196,182.160.28.112,80,149.170.94.208,S1
764,ip_alert,1465867373.0,149.170.94.208,63639,212.12.246.137,443,149.170.94.208,S2
765,brute_force_alert,1465943422.0,149.170.94.208,60121,149.170.197.17,778,149.170.94.208,S3
766,tor_alert,1465979814.0,149.170.94.208,61869,109.87.70.240,443,149.170.94.208,S5
767,disguised_exe_alert,1464588822.0,149.170.245.59,53300,159.143.233.248,80,149.170.245.59,S1
768,domain_flux_alert,1465161903.0,149.170.245.59,57410,149.170.39.93,53,149.170.245.59,S2
769,brute_force_alert,1465181821.0,149.170.245.59,50757,149.170.43.158,464,149.170.245.59,S3
770,nc_alert,1465193623.0,,,,,,S6
771,disguised_exe_alert,1454992650.0,149.170.30.190,51029,165.207.234.65,80,149.170.30.190,S1
772,ip_alert,1455283127.0,149.170.30.190,57381,91.231.84.245,443,149.170.30.190,S2
773,scan_alert,1455442856.0,149.170.30.190,56007,149.170.78.33,1023,149.170.30.190,S4
774,tor_alert,1455387798.0,149.170.30.190,62980,37.134.41.23,443,149.170.30.190,S5
775,disguised_exe_alert,1463961011.0,149.170.233.164,51222,122.86.28.224,80,149.170.233.164,S1
776,ssl_alert,1463961579.0,149.170.233.164,49341,198.142.149.150,443,149.170.233.164,S2
777,nc_alert,1464565812.0,,,,,,S6
778,disguised_exe_alert,1462390329.0,149.170.96.114,55632,154.168.242.82,80,149.170.96.114,S1
779,ip_alert,1462835787.0,149.170.96.114,57572,203.172.180.195,443,149.170.96.114,S2
780,scan_alert,1462906814.0,149.170.96.114,57638,149.170.43.113,832,149.170.96.114,S4
781,tor_alert,1462970631.0,149.170.96.114,64957,104.156.102.200,443,149.170.96.114,S5
782,domain_alert,1454099591.0,149.170.85.96,57392,149.170.39.92,53,149.170.85.96,S1
783,ssl_alert,1454328335.0,149.170.85.96,58183,75.100.162.126,443,149.170.85.96,S2
784,nc_alert,1454704392.0,,,,,,S6
785,disguised_exe_alert,1452905424.0,149.170.177.144,49757,75.105.130.193,80,149.170.177.144,S1
786,ssl_alert,1453469631.0,149.170.177.144,56568,41.91.230.126,443,149.170.177.144,S2
787,nc_alert,1453510225.0,,,,,,S6
788,hash_alert,1457359595.0,149.170.54.243,63418,63.35.177.57,80,149.170.54.243,S1
789,ssl_alert,1457380085.0,149.170.54.243,55813,82.156.185.66,443,149.170.54.243,S2
790,scan_alert,1457626539.0,149.170.54.243,54578,149.170.105.165,453,149.170.54.243,S4
791,tor_alert,1457558887.0,149.170.54.243,57600,180.210.203.249,443,149.170.54.243,S5
792,hash_alert,1462660157.0,149.170.52.95,60442,160.3.154.26,80,149.170.52.95,S1
793,ip_alert,1463113632.0,149.170.52.95,53505,198.50.234.210,443,149.170.52.95,S2
794,tor_alert,1463234023.0,149.170.52.95,59486,176.31.184.255,443,149.170.52.95,S5
795,disguised_exe_alert,1460909322.0,149.170.153.248,53228,57.8.197.107,80,149.170.153.248,S1
796,ssl_alert,1460957915.0,149.170.153.248,59264,77.162.247.110,443,149.170.153.248,S2
797,nc_alert,1461514123.0,,,,,,S6
798,disguised_exe_alert,1465634338.0,149.170.41.216,49402,179.87.64.14,80,149.170.41.216,S1
799,ip_alert,1466211210.0,149.170.41.216,63486,146.115.144.5,443,149.170.41.216,S2
800,brute_force_alert,1466213458.0,149.170.41.216,59576,149.170.114.184,115,149.170.41.216,S3
801,nc_alert,1466239139.0,,,,,,S6
802,disguised_exe_alert,1460867347.0,149.170.124.16,52798,133.126.225.196,80,149.170.124.16,S1
803,ip_alert,1460894449.0,149.170.124.16,61710,188.226.141.142,443,149.170.124.16,S2
804,pass_hash_alert,1461458392.0,149.170.124.16,60662,149.170.49.217,83,149.170.124.16,S3
805,scan_alert,1461459488.0,149.170.124.16,50755,149.170.110.139,183,149.170.124.16,S4
806,tor_alert,1461464318.0,149.170.124.16,63957,185.66.250.141,443,149.170.124.16,S5
807,domain_alert,1461573504.0,149.170.3.233,63709,149.170.39.92,53,149.170.3.233,S1
808,ip_alert,1461733384.0,149.170.3.233,65243,109.212.173.205,443,149.170.3.233,S2
809,brute_force_alert,1461842386.0,149.170.3.233,63945,149.170.219.27,866,149.170.3.233,S3
810,nc_alert,1462178305.0,,,,,,S6
811,hash_alert,1451993976.0,149.170.4.87,52430,45.87.167.7,80,149.170.4.87,S1
812,ip_alert,1452468722.0,149.170.4.87,53916,31.131.251.33,443,149.170.4.87,S2
813,nc_alert,1452598777.0,,,,,,S6
814,domain_alert,1456645407.0,149.170.213.254,50720,149.170.39.92,53,149.170.213.254,S1
815,ip_alert,1457207494.0,149.170.213.254,59151,78.47.136.47,443,149.170.213.254,S2
816,scan_alert,1457239016.0,149.170.213.254,50625,149.170.189.141,62,149.170.213.254,S4
817,nc_alert,1457250208.0,,,,,,S6
818,hash_alert,1457503090.0,149.170.84.87,55870,204.44.6.174,80,149.170.84.87,S1
819,ip_alert,1458035270.0,149.170.84.87,56175,117.239.73.244,443,149.170.84.87,S2
820,nc_alert,1458107891.0,,,,,,S6
821,disguised_exe_alert,1461207949.0,149.170.231.227,50091,231.130.144.144,80,149.170.231.227,S1
822,ip_alert,1461526789.0,149.170.231.227,56524,193.107.17.56,443,149.170.231.227,S2
823,tor_alert,1461634809.0,149.170.231.227,60370,38.229.70.33,443,149.170.231.227,S5
824,hash_alert,1464145617.0,149.170.142.222,64778,179.193.18.214,80,149.170.142.222,S1
825,ip_alert,1464436764.0,149.170.142.222,55569,5.63.88.100,443,149.170.142.222,S2
826,scan_alert,1464500280.0,149.170.142.222,52144,149.170.234.64,79,149.170.142.222,S4
827,nc_alert,1464750418.0,,,,,,S6
828,disguised_exe_alert,1453838643.0,149.170.17.204,59024,61.203.101.6,80,149.170.17.204,S1
829,ip_alert,1453891624.0,149.170.17.204,62151,129.93.40.200,443,149.170.17.204,S2
830,scan_alert,1454005965.0,149.170.17.204,60929,149.170.89.162,437,149.170.17.204,S4
831,tor_alert,1454230919.0,149.170.17.204,53855,91.230.204.80,443,149.170.17.204,S5
832,disguised_exe_alert,1452298579.0,149.170.166.9,61733,108.157.18.58,80,149.170.166.9,S1
833,ssl_alert,1452458712.0,149.170.166.9,63776,20.36.223.141,443,149.170.166.9,S2
834,brute_force_alert,1452808941.0,149.170.166.9,57102,149.170.7.58,561,149.170.166.9,S3
835,tor_alert,1452835610.0,149.170.166.9,49488,80.43.115.55,443,149.170.166.9,S5
836,disguised_exe_alert,1463662232.0,149.170.223.0,62651,161.186.185.111,80,149.170.223.0,S1
837,ip_alert,1463933308.0,149.170.223.0,54334,45.124.65.51,443,149.170.223.0,S2
838,nc_alert,1464267033.0,,,,,,S6
839,hash_alert,1460076340.0,149.170.129.55,62126,181.251.175.46,80,149.170.129.55,S1
840,domain_flux_alert,1460218712.0,149.170.129.55,59686,149.170.39.92,53,149.170.129.55,S2
841,tor_alert,1460369990.0,149.170.129.55,56348,188.120.243.32,443,149.170.129.55,S5
842,disguised_exe_alert,1465209254.0,149.170.51.3,59111,54.167.80.163,80,149.170.51.3,S1
843,ip_alert,1465341613.0,149.170.51.3,53348,195.96.228.199,443,149.170.51.3,S2
844,brute_force_alert,1465775139.0,149.170.51.3,52939,149.170.242.36,95,149.170.51.3,S3
845,tor_alert,1465813884.0,149.170.51.3,58740,77.93.203.171,443,149.170.51.3,S5
846,disguised_exe_alert,1463096246.0,149.170.9.159,53326,209.241.220.152,80,149.170.9.159,S1
847,ip_alert,1463675900.0,149.170.9.159,62503,192.232.204.53,443,149.170.9.159,S2
848,brute_force_alert,1463692671.0,149.170.9.159,56900,149.170.15.114,736,149.170.9.159,S3
849,nc_alert,1463701047.0,,,,,,S6
850,disguised_exe_alert,1456077861.0,149.170.186.153,59206,174.115.211.3,80,149.170.186.153,S1
851,ip_alert,1456325566.0,149.170.186.153,60376,89.108.71.148,443,149.170.186.153,S2
852,brute_force_alert,1456486289.0,149.170.186.153,50077,149.170.191.18,566,149.170.186.153,S3
853,tor_alert,1456560865.0,149.170.186.153,50810,188.166.68.166,443,149.170.186.153,S5
854,hash_alert,1460658820.0,149.170.228.236,58147,73.200.137.124,80,149.170.228.236,S1
855,ip_alert,1460696344.0,149.170.228.236,59849,192.99.19.4,443,149.170.228.236,S2
856,nc_alert,1461263621.0,,,,,,S6
857,hash_alert,1455872291.0,149.170.216.225,52322,99.245.216.60,80,149.170.216.225,S1
858,ip_alert,1456115225.0,149.170.216.225,54875,23.113.113.105,443,149.170.216.225,S2
859,nc_alert,1456477092.0,,,,,,S6
860,hash_alert,1453616004.0,149.170.93.190,51731,23.116.106.103,80,149.170.93.190,S1
861,ip_alert,1453891214.0,149.170.93.190,64071,51.255.106.4,443,149.170.93.190,S2
862,pass_hash_alert,1453985505.0,149.170.93.190,64542,149.170.36.185,882,149.170.93.190,S3
863,scan_alert,1454179015.0,149.170.93.190,60679,149.170.65.203,809,149.170.93.190,S4
864,nc_alert,1454220805.0,,,,,,S6
865,hash_alert,1460762435.0,149.170.18.28,53011,42.215.194.209,80,149.170.18.28,S1
866,ssl_alert,1461312321.0,149.170.18.28,62401,199.226.58.13,443,149.170.18.28,S2
867,scan_alert,1461320134.0,149.170.18.28,49281,149.170.27.226,379,149.170.18.28,S4
868,tor_alert,1461341126.0,149.170.18.28,50732,94.213.119.145,443,149.170.18.28,S5
869,disguised_exe_alert,1464843485.0,149.170.11.65,49338,77.152.215.25,80,149.170.11.65,S1
870,nc_alert,1465448286.0,,,,,,S6
871,disguised_exe_alert,1464530116.0,149.170.100.42,61356,90.31.223.153,80,149.170.100.42,S1
872,ip_alert,1464809563.0,149.170.100.42,61785,92.63.87.3,443,149.170.100.42,S2
873,tor_alert,1464816428.0,149.170.100.42,55637,178.17.170.77,443,149.170.100.42,S5
874,hash_alert,1455827183.0,149.170.205.173,62680,242.102.216.230,80,149.170.205.173,S1
875,ip_alert,1456269437.0,149.170.205.173,52235,202.137.31.219,443,149.170.205.173,S2
876,brute_force_alert,1456413278.0,149.170.205.173,49592,149.170.0.200,705,149.170.205.173,S3
877,nc_alert,1456431984.0,,,,,,S6
878,hash_alert,1457250790.0,149.170.129.240,62492,111.221.74.215,80,149.170.129.240,S1
879,nc_alert,1457855591.0,,,,,,S6
880,disguised_exe_alert,1456847470.0,149.170.229.97,63091,203.60.126.23,80,149.170.229.97,S1
881,ssl_alert,1457189402.0,149.170.229.97,64375,46.0.146.238,443,149.170.229.97,S2
882,nc_alert,1457452271.0,,,,,,S6
883,disguised_exe_alert,1453536429.0,149.170.76.114,55486,115.141.149.140,80,149.170.76.114,S1
884,ssl_alert,1453679011.0,149.170.76.114,57724,86.243.95.229,443,149.170.76.114,S2
885,brute_force_alert,1453919480.0,149.170.76.114,54363,149.170.187.91,643,149.170.76.114,S3
886,tor_alert,1453999257.0,149.170.76.114,61877,71.55.136.183,443,149.170.76.114,S5
887,disguised_exe_alert,1453793383.0,149.170.137.209,59743,105.59.55.158,80,149.170.137.209,S1
888,ip_alert,1454031956.0,149.170.137.209,50041,195.187.111.11,443,149.170.137.209,S2
889,tor_alert,1454227718.0,149.170.137.209,59999,95.211.188.207,443,149.170.137.209,S5
890,hash_alert,1453537523.0,149.170.28.134,52551,200.23.59.61,80,149.170.28.134,S1
891,ip_alert,1454055489.0,149.170.28.134,57301,193.13.142.11,443,149.170.28.134,S2
892,scan_alert,1454126018.0,149.170.28.134,50689,149.170.80.71,193,149.170.28.134,S4
893,tor_alert,1454135343.0,149.170.28.134,51667,62.210.81.190,443,149.170.28.134,S5
894,disguised_exe_alert,1465427531.0,149.170.21.14,54737,233.108.50.45,80,149.170.21.14,S1
895,ssl_alert,1465748021.0,149.170.21.14,61126,108.113.2.83,443,149.170.21.14,S2
896,tor_alert,1465795870.0,149.170.21.14,54964,151.80.185.45,443,149.170.21.14,S5
897,domain_alert,1458594574.0,149.170.71.191,50159,149.170.39.93,53,149.170.71.191,S1
898,ssl_alert,1458656627.0,149.170.71.191,63795,113.47.246.207,443,149.170.71.191,S2
899,tor_alert,1459031132.0,149.170.71.191,63504,46.163.217.173,443,149.170.71.191,S5
900,disguised_exe_alert,1455165804.0,149.170.245.61,50235,36.172.214.159,80,149.170.245.61,S1
901,ip_alert,1455424750.0,149.170.245.61,57505,147.156.165.26,443,149.170.245.61,S2
902,scan_alert,1455612100.0,149.170.245.61,55903,149.170.191.157,47,149.170.245.61,S4
903,nc_alert,1455770605.0,,,,,,S6
904,disguised_exe_alert,1466020628.0,149.170.217.23,63134,46.144.0.71,80,149.170.217.23,S1
905,ssl_alert,1466261278.0,149.170.217.23,52424,185.209.132.36,443,149.170.217.23,S2
906,scan_alert,1466387858.0,149.170.217.23,54883,149.170.94.14,851,149.170.217.23,S4
907,tor_alert,1466553979.0,149.170.217.23,65219,188.166.21.56,443,149.170.217.23,S5
908,disguised_exe_alert,1463758971.0,149.170.236.13,58391,124.11.98.211,80,149.170.236.13,S1
909,ip_alert,1464221154.0,149.170.236.13,54357,78.47.139.58,443,149.170.236.13,S2
910,tor_alert,1464239182.0,149.170.236.13,65138,95.130.12.47,443,149.170.236.13,S5
911,hash_alert,1451926219.0,149.170.78.181,62180,186.169.75.79,80,149.170.78.181,S1
912,ssl_alert,1452320494.0,149.170.78.181,62674,179.172.82.219,443,149.170.78.181,S2
913,pass_hash_alert,1452409496.0,149.170.78.181,50641,149.170.5.102,670,149.170.78.181,S3
914,tor_alert,1452505560.0,149.170.78.181,56727,213.239.216.222,443,149.170.78.181,S5
915,disguised_exe_alert,1460506916.0,149.170.11.66,61196,98.170.42.235,80,149.170.11.66,S1
916,ip_alert,1460613152.0,149.170.11.66,63311,5.187.4.183,443,149.170.11.66,S2
917,nc_alert,1461111717.0,,,,,,S6
918,hash_alert,1463374206.0,149.170.169.46,62176,209.59.74.191,80,149.170.169.46,S1
919,ip_alert,1463813969.0,149.170.169.46,64997,77.236.181.72,443,149.170.169.46,S2
920,brute_force_alert,1463911544.0,149.170.169.46,55518,149.170.17.155,1020,149.170.169.46,S3
921,scan_alert,1463922368.0,149.170.169.46,51694,149.170.155.22,466,149.170.169.46,S4
922,tor_alert,1463951867.0,149.170.169.46,52517,46.19.93.214,443,149.170.169.46,S5
923,disguised_exe_alert,1464468714.0,149.170.86.200,52591,165.107.222.8,80,149.170.86.200,S1
924,ip_alert,1464792587.0,149.170.86.200,64713,129.194.92.158,443,149.170.86.200,S2
925,brute_force_alert,1464891838.0,149.170.86.200,52285,149.170.51.225,14,149.170.86.200,S3
926,scan_alert,1465057789.0,149.170.86.200,62244,149.170.122.82,599,149.170.86.200,S4
927,tor_alert,1465065270.0,149.170.86.200,50520,89.252.2.140,443,149.170.86.200,S5
928,disguised_exe_alert,1459828992.0,149.170.215.153,65048,25.60.221.136,80,149.170.215.153,S1
929,ip_alert,1460166521.0,149.170.215.153,52077,203.151.94.120,443,149.170.215.153,S2
930,nc_alert,1460433793.0,,,,,,S6
931,disguised_exe_alert,1461192425.0,149.170.20.12,63672,41.246.226.50,80,149.170.20.12,S1
932,ip_alert,1461759228.0,149.170.20.12,54814,195.251.250.37,443,149.170.20.12,S2
